,question,answer,evidence,type,difficulty
886,"What did Yuriko Yamamoto's office look like after her session on September 3, 2026?","The office was cozy and sunlit, with two chairs facing each other, a small table holding a notepad and glass of water, a cheerful potted plant by the window, and a certificate hanging on the wall.",['20260903_1900'],Single,hard
887,How did Li Hua's niece appear while listening to music last weekend?,"She was lying on a soft blanket with her eyes closed, smiling gently, and wearing a small set of headphones.",['20260904_1000'],Single,medium
888,"Who was present with Wolfgang during the jam session before September 6th, 2026?","Four friends, including Wolfgang, were gathered in a cozy living room, each with an instrument.",['20260905_1400'],Single,hard
889,"What did the basement look like after the storm on September 7, 2026?","The basement was clean and tidy with concrete floors, a few cardboard boxes stacked against one wall, and a small damp patch near the far corner.",['20260907_1400'],Single,medium
890,"What did Wolfgang Schulz's software dashboard look like on September 8, 2026?","The dashboard featured colorful charts, a sidebar menu with icons, and a clean, modern layout displaying project statistics and recent activity feeds.",['20260908_1500'],Single,medium
891,"What scene did YurikoYamamoto describe for inspiration on September 8, 2026?","She described a vibrant club stage where a jazz saxophonist and a rock guitarist jam together under colorful lights, with posters of legendary musicians on the brick walls and a relaxed, energetic crowd.",['20260908_2100'],Single,hard
892,"What did the camp look like during the campfire night that ThaneChambers mentioned on September 9, 2026?","Arthur Morgan and several gang members sat around a glowing campfire at night, their faces lit by firelight, with tall grass and a starry sky in the background.",['20260909_1000'],Single,hard
893,"How were the main characters dressed during the superhero episode mentioned on September 10, 2026?","They were dressed as superheroes, with Sheldon as The Flash, Leonard as Green Lantern, Raj as Aquaman, and Howard as Batman, all posing enthusiastically in their living room.",['20260910_1200'],Single,medium
894,What was standing near the entrance of the game store during ThaneChambers's last visit?,A life-size Spider-Man cardboard cutout was standing near the entrance.,['20260911_1400'],Single,easy
895,"What was N'Golo Kanté doing during the Champions League final, according to LiHua's description?","He was sprinting across the field, intercepting the ball from an opposing player.",['20260912_1600'],Single,medium
896,"What vegetables did Li Hua include in her stir-fry on September 13, 2026?","Li Hua's stir-fry included broccoli, red and yellow bell peppers, and spinach, topped with sesame seeds.",['20260913_1800'],Single,medium
897,"What exercise did Jake demonstrate during his training session on September 14, 2026?",Jake demonstrated a single-leg stand while balancing on one leg with his arms outstretched.,['20260914_1000'],Single,hard
898,"How was Davos Seaworth depicted on September 15, 2026, according to Rowan's description?","Davos Seaworth was shown standing on the deck of a ship at dawn, with a thoughtful expression, dressed simply, as golden sunlight illuminated his steady and resolute posture.",['20260915_1200'],Single,medium
899,"How was the Man in Black depicted during the intense scene discussed on September 16, 2026?","He was standing in a dusty, desolate landscape with his black hat casting a shadow over his stern face, gripping his revolver tightly while facing another character.",['20260916_1600'],Single,medium
900,"Who was playing which instruments during the band's last jam session before September 16, 2026?","LiHua was on guitar, YurikoYamamoto was singing, ChaeSong-hwa played keyboard, and WolfgangSchulz was on drums.",['20260916_1900'],Single,hard
901,"Who are the two defenders shown side by side during an El Clásico match as described by LiHua on September 17, 2026?","Carles Puyol and Gerard Piqué are shown side by side, both focused and determined as they chase down the ball.",['20260917_1000'],Single,medium
902,"What did the new Starbucks Frappuccino look like on September 18, 2026?","The new Starbucks Frappuccino was vibrant, topped with whipped cream and pink and blue syrups, served in a clear cup with the Starbucks logo.",['20260918_1800'],Single,easy
903,What did Li Hua's living room look like during the band jam session last weekend?,"The living room was cozy with a small group of friends, guitars and a drum set, warm string lights, and everyone laughing and playing music.",['20260919_1000'],Single,medium
904,"What was shown on ThaneChambers' victory screen from their 'Warzone' match on September 20, 2026?",The screen displayed ThaneChambers and their squad celebrating the 'Winner!' banner with fireworks and digital confetti over a chaotic battlefield.,['20260920_1600'],Single,easy
905,"What was the main focus of the community discussion on September 21, 2026?",The group focused on connecting the community garden renovation with supporting local businesses.,['20260921_1000'],Single,hard
906,"What did the basement window area look like before Adam installed the curtain on September 21, 2026?","The basement window was small and rectangular, set into a plain white wall with a wooden ledge beneath it and some storage boxes nearby.",['20260921_1600'],Single,medium
907,"What feature did ThaneChambers recommend exploring on the PS5 on September 22, 2026?",ThaneChambers recommended customizing accessibility features and trying out the Game Help feature.,['20260922_1200'],Single,hard
908,"How is Galadriel depicted on the official 'The Rings of Power' poster shared on September 22, 2026?","Galadriel is shown standing at the forefront in ornate armor, her sword gleaming, with a look of determination on her face against a dramatic Middle-earth sunrise.",['20260922_1700'],Single,easy
909,What snacks were on the coffee table during the last jam session?,"The coffee table had bowls of chips, pretzels, cut fruit, and a plate of cookies.",['20260923_1600'],Single,medium
910,What was Li Hua doing during last week's gym session with Jennifer?,Li Hua was bench pressing with a determined expression while Jennifer spotted behind.,['20260924_2000'],Single,medium
911,"What was Li Hua doing on the evening of September 25, 2026?",Li Hua was practicing a hamstring stretch on a yoga mat in her living room with a bright smile and a water bottle nearby.,['20260925_2100'],Single,hard
912,"How did the bathroom appear in the photo ChaeSong-hwa shared on September 26, 2026?","The bathroom was softly lit at night with steam rising from a running shower, golden light reflecting off tiled walls, and neatly stacked fluffy towels creating a serene, inviting atmosphere.",['20260926_1030'],Single,medium
913,"What did the basement window look like on September 28, 2026?","The basement window was rectangular with a white frame, set in a concrete wall, and had a small ledge with potted plants below it.",['20260928_1000'],Single,hard
914,"What did the visual LiHua shared on September 29, 2026, illustrate about binaural tones?","It depicted two colored waveforms entering headphones, merging to create a pulsating rhythm, with highlighted brain regions showing activation by the binaural beat.",['20260929_1100'],Single,medium
915,"What was Li Hua doing at the gym on September 30, 2026?",Li Hua was bench pressing a barbell with a focused and determined expression.,['20260930_1400'],Single,hard
916,What was on the table the last time LiHua and Wolfgang had hot pot together?,"A steaming hot pot was at the center, surrounded by plates of thinly sliced meats, vegetables, dipping sauces, and glasses of beer.",['20260930_1600'],Single,medium
917,"What did the team look like at their last practice before October 1st, 2026?","The team was smiling and posing playfully on a grassy field with soccer balls and orange cones, dressed in sporty attire under the late afternoon sun.",['20261001_1800'],Single,hard
918,"What did ThaneChambers see during his favorite moment in Black Myth: Wukong on October 1, 2026?","He saw the protagonist facing a towering, armored giant in a misty mountain landscape with cherry blossom petals and sunlight filtering through twisted trees.",['20261001_2000'],Single,medium
919,"What did the software dashboard preview shared by Wolfgang Schulz on October 2, 2026, look like?","The dashboard had a clean white background, an intuitive left-side navigation menu, colorful tool icons, and a central panel showing recent activity and analytics charts.",['20261002_1300'],Single,medium
920,What was the atmosphere like during the last soccer training session mentioned before October 4th?,The team was energetic and laughing together near the goal under a bright blue sky.,['20261003_1200'],Single,medium
921,"What details were highlighted in Adam's banking app on January 30, 2026?","LiHua's name, the date, and the rent amount were highlighted in green.",['20260130_1000'],Single,hard
922,"What did the café LiHua visited on January 31, 2026, look like?","The café had a sunlit, cozy interior with wooden tables, potted plants by the windows, and people quietly reading or working on laptops.",['20260131_1400'],Single,medium
923,"What did Li Hua's artwork look like on February 1, 2026?","Li Hua's artwork was a vibrant abstract painting with bold splashes of red, blue, and yellow on a white canvas, featuring textured brushstrokes and dynamic shapes.",['20260201_2000'],Single,medium
924,How did Neymar celebrate his goal against Bayern in the 2015 match?,Neymar raised his arms in triumph as he was surrounded by jubilant teammates on the pitch.,['20261005_1005'],Single,easy
925,How did Phil Foden celebrate his goal during Manchester City's latest match against Chelsea?,"Phil Foden celebrated by raising his arms and running towards the fans, with his Manchester City teammates behind him as the crowd erupted.",['20261006_1000'],Single,medium
926,"What kind of curtain did Adam Smith choose on October 7, 2026?","Adam Smith chose a modern, light gray curtain that lets sunlight filter softly through the fabric.",['20261007_1200'],Single,hard
927,What did the forest trail Jennifer planned to hike on look like in October 2026?,"The trail wound through tall pine trees with sunlight streaming through, a clear blue sky above, and golden autumn leaves covering the ground.",['20261008_1400'],Single,hard
928,"What did the studio space look like in the photo Wolfgang shared on October 8, 2026?","The studio was warmly lit, with musicians playing acoustic guitar, keyboard surrounded by synthesizers, and working on a laptop amid cables, pedals, and colorful LED lights.",['20261008_1600'],Single,hard
929,"What did the Star Wars: A New Hope poster look like for the movie night on October 9th, 2026?","The poster was vibrant and vintage, featuring Luke Skywalker with a glowing lightsaber, Princess Leia, Darth Vader's helmet in the background, and X-wing fighters above the Death Star.",['20261009_1700'],Single,medium
930,"How was Cersei Lannister depicted in the scene EmilyBurnett described on October 10, 2026?","Cersei was standing alone by a massive window in the Red Keep, dressed regally but appearing tense and distant, with the dim sunlight emphasizing her isolation.",['20261010_1010'],Single,hard
931,"What was happening in the scene from 'Life is Strange' that Dyllan shared on October 11, 2026?","Max was reaching out to her friend Kate, who was standing distraught on a rooftop ledge during a storm, highlighting a tense and emotional choice moment.",['20261011_1100'],Single,medium
932,What did Li Hua's living room look like after she received the new curtains in October?,Li Hua's living room featured bright windows with new curtains displaying intricate blue and gold floral patterns that allowed soft light to brighten the cozy space.,['20261012_1000'],Single,medium
933,How was Li Hua's plank form during last week's session?,Li Hua held a strong plank position with straight alignment from head to heels and a focused expression.,['20261012_1400'],Single,easy
934,"What did the garden look like on October 13, 2026 when LiHua shared her update?","The garden featured freshly installed wooden benches between blooming tulips and daisies, with butterflies hovering above the flowers and sunlight filtering through the trees.",['20261013_1330'],Single,hard
935,"What did the scene from the upcoming game's trailer look like on October 14, 2026, as described by ThaneChambers?","The scene showed a shadowy, futuristic alley lit by neon signs with three player characters in dark armor crouched behind crates while enemy drones patrolled overhead amid dramatic blue and purple lighting.",['20261014_1400'],Single,hard
936,How did the Santiago Bernabéu stadium appear during Real Madrid's comeback against Manchester City in 2022?,"The stadium erupted in celebration with players running toward the corner flag and fans waving white scarves, some in tears, all lit by bright stadium lights.",['20261014_2000'],Single,medium
937,"What did the pizza from the new downtown place look like on October 15, 2026?","The pizza had bubbling mozzarella, colorful roasted vegetables, fresh basil, and a golden, crispy crust with a side of dipping sauce.",['20261015_1500'],Single,medium
938,What did the loaf of bread Hailey baked on October 16th look like?,"The loaf was golden and crusty with a rustic, artisan appearance, dusted with flour, and still steaming on a wire rack.",['20261016_1600'],Single,medium
939,"What did LiHua's pepperoni pizza look like during their last pizza night before October 17, 2026?","LiHua's pizza had bubbling golden cheese, crisp pepperoni slices, and was served with a cold glass of lemonade on a wooden table.",['20261017_1700'],Single,hard
940,What did the room look like during the last karaoke night YurikoYamamoto referenced before the upcoming Friday event?,"The room was warmly lit with colorful string lights, friends laughing and singing into microphones, empty pizza boxes and soda cans on the table, and a TV screen showing karaoke lyrics.",['20261019_1900'],Single,easy
941,"What did Li Hua's living room look like on October 19, 2026?","The living room was cozy with sunlight filtering through pale blue curtains over a wide window, matching light-colored walls and a comfortable sofa.",['20261019_2000'],Single,medium
942,"During Li Hua's play session on October 20, 2026, what was happening when she captured her favorite screenshot in 'Black Myth: Wukong'?","Wukong was mid-air with his staff raised, surrounded by swirling golden particles, facing a towering armored beast in a sunlit bamboo forest.",['20261020_1000'],Single,medium
943,"What were the workers doing in the scene from 'Chernobyl' that Li Hua shared on October 21, 2026?","The workers, dressed in heavy protective gear, were moving across the ruined power plant at night amid thick smoke and harsh spotlights, showing tense determination as they worked to contain the radiation.",['20261021_2100'],Single,easy
944,"How did Li Hua appear during her plank in the gym session before October 22, 2026?","Li Hua held a strong plank position on a yoga mat with focused determination on her face, surrounded by gym equipment and motivational posters.",['20261022_2200'],Single,medium
945,"How did the soccer players appear during the game on October 23, 2026?","The soccer players looked focused and determined, with some sprinting toward the ball and others preparing to defend under the late afternoon sun.",['20261023_2300'],Single,hard
946,"What did the newly renovated garden look like when Turalyon shared the update on October 24, 2026?","The garden had freshly planted flower beds in full bloom, neat grassy areas, wooden benches, and colorful tulips and daffodils lining the paths, with picnic blankets already spread out.",['20261024_1100'],Single,medium
947,"What did the view of Cinque Terre look like in the photo LiHua mentioned on October 25, 2026?","The view showed five pastel-colored villages perched on cliffs above the blue sea, with hiking trails, terraced vineyards, and colorful fishing boats in small harbors.",['20261025_1600'],Single,easy
948,Who were front and center celebrating in the 2011 Champions League final?,"Xavi and Iniesta were front and center, arms raised in triumph, with Messi being hugged by teammates.",['20261026_1600'],Single,medium
949,How is Eleven depicted among her friends during the dusk scene Lachlan described?,"Eleven stands slightly apart but is smiling as her friends look at her with encouragement and warmth, all illuminated by streetlights with the forest behind them.",['20261026_2000'],Single,medium
950,"What did the fruit basket Li Hua ordered for Adam on October 27, 2026 contain?","The fruit basket was filled with apples, pineapples, bananas, oranges, and grapes, arranged with decorative green leaves in a woven basket.",['20261027_1700'],Single,easy
951,What equipment did Jett include in their outdoor workout circuit at the end of October?,"Jett set up cones for sprints, a yoga mat for push-ups, a resistance band, and placed a water bottle beside a tree in a grassy park.",['20261028_1800'],Single,hard
952,"What did the band's rehearsal space look like during the jam session before October 29, 2026?","The rehearsal space was cozy and dimly lit, with musical instruments scattered around and the band smiling and laughing together in warm golden light.",['20261029_1000'],Single,medium
953,"What did Yuriko Yamamoto's bass setup look like on the night before October 30, 2026?","Her bass setup featured a sunburst-finish bass guitar on a stand next to a small amp, with music sheets and fairy lights creating a cozy atmosphere.",['20261030_1030'],Single,medium
954,What did the living room look like during ChaeSong-hwa and LiHua's jam session?,"The living room was cozy with warm sunlight, scattered sheet music, coffee mugs, and both of them holding guitars and laughing together.",['20261030_1400'],Single,medium
955,What did LiHua see when she encountered the Erdtree at sunset on October 30th?,"She saw the majestic Erdtree glowing gold against a dramatic sunset sky, with sprawling ruins and a lone player character standing on a hill.",['20261031_2100'],Single,hard
956,"What could be seen on the gym floor during Cypher's ladder drill demonstration on November 1, 2026?",A brightly colored agility ladder was laid out with a pair of sneakers mid-step and cones along with other workout equipment in the background.,['20261101_1100'],Single,hard
957,"What was happening during the moment Li Hua captured involving Micah Bell on November 2, 2026?","Micah Bell was standing in the camp at night, holding a gun, while the rest of the gang looked shocked and betrayed by his actions.",['20261102_1200'],Single,medium
958,"What scene did LiHua capture during their trip to Japan, as described on November 2, 2026?","LiHua captured a serene park with cherry blossoms in full bloom, a red wooden bridge over a pond, and people admiring the scenery.",['20261102_1400'],Single,hard
959,"What did the restaurant where LiHua and Wolfgang met on November 3rd, 2026 look like?","The restaurant was cozy and warmly lit, with wooden tables, checkered red-and-white tablecloths, and plates of creamy carbonara garnished with parsley.",['20261103_1300'],Single,hard
960,"What was placed on the side table in the basement on November 4, 2026?",A new air freshener was placed on the side table.,['20261104_1600'],Single,hard
961,What were Jennifer and Li Hua doing during their last session before the one scheduled for Tuesday?,"They were in workout gear, smiling and giving each other a high-five in a bright gym with exercise mats and dumbbells in the background.",['20261104_1800'],Single,medium
962,"How did Jake illustrate the offside rule to Li Hua on November 5th, 2026?","Jake used a diagram showing an attacking player ahead of the last defender and the ball, labeled as being in an offside position.",['20261105_1500'],Single,easy
963,"What did the soccer field look like on November 6th, 2026?","The field was green with crisp white goalposts, a few autumn leaves on the grass, and long golden shadows under a clear blue sky.",['20261106_2000'],Single,hard
964,"What did the soccer field look like during Jake and LiHua's last practice before November 9, 2026?","The soccer field was sunlit with green grass, a clear blue sky, players in action, and cones set up for drills along the sidelines.",['20261109_0900'],Single,medium
965,What time did the group plan to meet for their kick-around on Saturday before the big match weekend?,They planned to meet at 2 PM for the kick-around on Saturday.,['20261110_1000'],Single,medium
966,"What kind of fridge did LiHua find on November 10, 2026?",LiHua found a compact silver mini-fridge with a small freezer compartment and a minimalist design.,['20261110_1100'],Single,hard
967,"What new pushup record did Li Hua set on November 11, 2026?",Li Hua set a new record of 52 pushups.,['20261111_1200'],Single,easy
968,"What activity did Turalyon announce for the kids on November 12, 2026?",Turalyon announced a weekend tree planting activity for the kids.,['20261112_1400'],Single,easy
969,"What did LiHua's fast food order look like on November 13, 2026?","LiHua's order included a spicy chicken sandwich, a vanilla and strawberry swirl shake with a bright straw, and crispy fries in a red container.",['20261113_1300'],Single,medium
970,"What was visible on the lab bench when ChaeSong-hwa shared the photo on November 14, 2026?","A researcher in a white coat was pipetting a sample into test tubes, with a computer screen showing a colorful 3D diagram of brain cells in the background.",['20261114_1600'],Single,hard
971,"What did Arthur do for John and his family at the end of his story, as discussed on November 15, 2026?","Arthur gave John money to help his family, showing his redemption.",['20261115_1500'],Single,medium
972,What style of refrigerator did Li Hua show Adam before their shopping trip on Thursday?,"Li Hua showed a modern, stainless steel refrigerator with a top freezer and sleek handles.",['20261116_1600'],Single,hard
973,"What was happening in ThaneChambers' screenshot shared on November 17, 2026?","The main character Wukong was mid-leap with his staff extended, fiery embers swirling around, facing a massive mythical beast illuminated by lanterns and moonlight.",['20261117_1700'],Single,hard
974,"What scene did Saffron share to capture the mood of Westworld on November 17, 2026?","Saffron shared a striking view of Westworld's dusty plains at sunset, featuring a lone cowboy-hatted figure standing at the edge of an abandoned town.",['20261117_1900'],Single,medium
975,What did the badminton court look like when Wolfgang visited last week?,"The court was bright with polished wooden floors, white boundary lines, and sunlight streaming through large windows.",['20261118_1800'],Single,medium
976,"What did the traditional Chinese orchestra look like in the photo LiHua shared on November 18, 2026?","The orchestra was on a vibrant stage with musicians in colorful silk robes, playing instruments like the erhu, guzheng, and pipa, with red and gold lanterns glowing in the background.",['20261118_2000'],Single,medium
977,"How did the goalkeeper perform during the last game LiHua referenced on November 19, 2026?",The goalkeeper made an impressive diving save with arms fully extended toward the top corner of the net.,['20261119_1000'],Single,medium
978,"What did Li Hua's typical post-workout meal look like on November 20, 2026?","Li Hua's meal included grilled chicken breast, quinoa, steamed broccoli, sliced avocado, and a protein shake.",['20261120_2000'],Single,hard
979,What did the room look like during the last jam session with LiHua and WolfgangSchulz?,"The room was cozy with colorful string lights, two people laughing among musical instruments, and sheet music scattered on the table.",['20261121_2100'],Single,medium
980,"What does the refrigerator being delivered on November 24, 2026, look like?","It is a sleek, stainless steel refrigerator with French doors and a digital display on the front panel.",['20261123_2300'],Single,medium
981,"What did Li Hua share on November 24, 2026 to illustrate the spirit of playing 'Overcooked'?",Li Hua shared a screenshot of four colorful characters frantically cooking in a chaotic cartoon kitchen with ingredients and dishes flying everywhere.,['20261124_1400'],Single,medium
982,"What did Elara's favorite 'Manticore' Gwent card look like when she shared it on November 24, 2026?","The 'Manticore' card featured a fierce lion-bodied creature with a scorpion’s tail, bat-like wings, glowing golden eyes, and a stormy sky background highlighted in silver foil.",['20261124_1600'],Single,medium
983,"What did the Journey soundtrack album art look like when Yuriko shared it on November 25, 2026?","The album art showed a sunlit desert landscape with a lone red-robed figure atop a sand dune under a golden and pale blue sky, with the word 'Journey' elegantly displayed above.",['20261125_1500'],Single,medium
984,"What was Jim holding during his prank on Dwight as mentioned on November 26, 2026?","Jim was holding a clear bowl filled with yellow Jell-O, inside of which Dwight's stapler was suspended.",['20261126_1630'],Single,medium
985,What did ChaeSong-hwa's homemade avocado sushi rolls look like last weekend?,"They were neatly arranged on a white plate, filled with avocado, cucumber, and carrots, wrapped in nori and rice, with soy sauce and pickled ginger on the side.",['20261127_1700'],Single,medium
986,"How was Eric Clapton depicted during his classic performance shared by LiHua on November 28, 2026?","Eric Clapton was shown on stage, eyes closed in concentration, playing a sunburst Fender Stratocaster under a spotlight with a captivated audience in the shadows.",['20261128_1800'],Single,medium
987,What was Li Hua doing during last week's training session?,Li Hua was mid-pull-up at the gym with Jennifer cheering in the background.,['20261129_1900'],Single,hard
988,"According to the diagram Jake shared on November 30, 2026, how should a forward position themselves to avoid being offside?",The forward should stay level with the second-to-last defender and time their run as the ball is played.,['20261130_1130'],Single,easy
989,"What time did the group decide to meet for soccer practice on Saturday after the conversation on December 1, 2026?",The group decided to meet at 2 PM for soccer practice on Saturday.,['20261201_1201'],Single,medium
990,What did Adam's living room look like during the family board game night in December 2026?,"The living room was cozy at night with a family of four gathered around a coffee table covered in board game pieces, cards, and colorful tokens, with mugs of hot chocolate nearby.",['20261202_1202'],Single,easy
991,"What was Wolfgang doing during his last workout before December 2, 2026?","Wolfgang was mid-squat with a barbell in a modern gym, looking determined.",['20261202_1400'],Single,medium
992,"Which Call of Duty mission did LiHua mention as their favorite on December 3, 2026?",LiHua mentioned 'All Ghillied Up' as their favorite mission.,['20261203_1300'],Single,medium
993,"What did the meme LiHua shared on December 4, 2026, depict?","It showed a person wrapped in a blanket like a burrito, sitting in front of a TV surrounded by snacks, with the caption: 'Just one more episode... at 3 AM.'",['20261204_1400'],Single,hard
994,"What did YurikoYamamoto's snack look like on December 5th, 2026?","A small plate with bright orange carrot sticks arranged around a bowl of creamy hummus, garnished with parsley and lit by sunlight.",['20261205_1500'],Single,hard
995,"What was Li Hua wearing during her pull-up personal record on December 6, 2026?",Li Hua was wearing a bright blue workout top.,['20261206_1600'],Single,medium
996,"What did Gavriel's screenshot from 'The Last Guardian' on December 7, 2026, depict?",It showed Trico gently nudging the small protagonist across a moss-covered stone bridge with sunlight filtering through ancient ruins.,['20261207_1700'],Single,hard
997,"What did the team look like during their last game, as shown in Caspian's photo shared before the practice on December 7, 2026?","The group stood together on the soccer field at sunset, arms around each other’s shoulders, all smiling in their team jerseys with a soccer ball at their feet and stadium lights starting to glow in the background.",['20261207_2000'],Single,hard
998,"What did the infographic LiHua shared on December 8, 2026, illustrate about AI in drug discovery?","The infographic showed a flowchart of AI's role in data analysis, molecular modeling, and clinical trials, with visuals of DNA strands and a human silhouette to emphasize personalized medicine.",['20261208_1200'],Single,easy
999,What did Li Hua's photo from last year's festival show?,"The photo showed a lively outdoor music festival with a crowd in colorful outfits, bright lights, a big stage, and friends laughing together, some wearing face paint and flower crowns.",['20261208_1800'],Single,hard
1000,"What did LiHua have for breakfast on the morning of December 9, 2026?","LiHua had a bowl with sliced strawberries and bananas, creamy yogurt, granola on top, and a glass of orange juice.",['20261209_1900'],Single,medium
1001,"What did the Pied Piper team's office look like in the screenshot LiHua found on December 10, 2026?","The office was cluttered, with five people huddled around laptops, pizza boxes and empty coffee cups on the table, and whiteboards filled with diagrams and code.",['20261210_1000'],Single,medium
1002,"What kind of foam roller did LiHua have on December 11, 2026?",LiHua had a textured black foam roller set up on a yoga mat.,['20261211_1100'],Single,medium
1003,"What was the atmosphere like at last year's music festival, according to the photo ChaeSong-hwa shared on December 12, 2026?","The festival had a lively crowd in front of a brightly-lit stage with multicolored lights, friends laughing and enjoying the music, and food stalls set against a golden sunset.",['20261212_1200'],Single,medium
1004,"What kind of atmosphere did LiHua's workout inspiration convey during the conversation on February 4, 2026?","The atmosphere was energetic and focused, with motivational quotes on the walls and people actively working out.",['20260204_1500'],Single,medium
1005,"How did LiHua organize her workout space on February 4, 2026?","LiHua arranged a bright, tidy home gym corner with a yoga mat, colorful dumbbells, a jump rope on the wall, and a water bottle next to a small plant.",['20260204_1600'],Single,hard
1006,"What did Li Hua's workout space look like on February 5th, 2026?","Li Hua's workout space featured a yoga mat, dumbbells, a resistance band, and a water bottle arranged in a sunny, cozy corner of the living room.",['20260205_1300'],Single,hard
1007,"What did Jennifer's foam roller setup look like on the morning of February 6, 2026?","Jennifer's setup included a bright blue foam roller, a yoga mat, and a water bottle arranged neatly on a wooden floor with soft morning sunlight streaming in.",['20260206_1600'],Single,hard
1008,What was the group doing during last week's warm-up session shared by Jett?,"The group was in a brightly lit gym performing jumping jacks, high knees, and stretches, with everyone wearing colorful athletic wear.",['20261214_1200'],Single,medium
1009,"What style did LiHua want for the basement as of December 14, 2026?",LiHua wanted a cozy basement corner with several potted plants and string lights.,['20261214_1400'],Single,medium
1010,What was the setting like during the group's five-a-side match last month?,"The match took place on bright green turf under a clear blue sky, with the city skyline in the background and everyone wearing colorful jerseys.",['20261215_1500'],Single,medium
1011,"What was happening in the kitchen scene from 'The Bear' that Emily shared on December 16, 2026?","Carmy was juggling multiple orders while another chef spilled a tray of ingredients, creating a chaotic yet humorous atmosphere.",['20261216_1600'],Single,medium
1012,"What type of exercise did Jennifer suggest to Li Hua on December 17, 2026?","Jennifer suggested gentle arm stretches on a yoga mat in a calm, tidy room.",['20261217_1700'],Single,hard
1013,"Which brain regions were highlighted in the diagram Li Hua shared on December 18, 2026?","The diagram highlighted the hippocampus, prefrontal cortex, and amygdala.",['20261218_1800'],Single,medium
1014,What did Wolfgang Schulz's previous visit to Hong Kong at night look like?,"The scene was a bustling street with neon Chinese signs, lively crowds, street vendors selling snacks and trinkets, and double-decker trams passing by.",['20261219_1900'],Single,medium
1015,What did Wolfgang Schulz's photo of Hong Kong at dusk feature during his previous visit?,"It featured a bustling street scene with neon signs, crowds, double-decker trams, skyscrapers, and city lights reflecting off wet pavement.",['20261220_2000'],Single,medium
1016,What did the rehearsal studio look like during the band's session last week?,"The studio was cozy with warm lighting, scattered sheet music, and instruments set up in a semicircle as the group laughed together mid-song.",['20261221_1200'],Single,medium
1017,What new features were mentioned for the garden area during the Christmas events planned for December 2026?,The garden area featured new benches and freshly planted flowers.,['20261221_2100'],Single,medium
1018,"How was LiHua's form during her workout on December 22, 2026?",LiHua demonstrated proper posture and a focused expression while lifting a dumbbell.,['20261222_2200'],Single,medium
1019,"What did Wolfgang Schulz see when he arrived in Hong Kong on December 23, 2026?","He saw the sparkling nighttime skyline with neon signs, vibrant lights, and busy streets around Victoria Harbour.",['20261223_2300'],Single,easy
1020,"Which Christmas songs did the band decide to include in their setlist on December 24, 2026?",The band decided to include 'Last Christmas' and 'Jingle Bells' in their setlist.,['20261224_1400'],Single,medium
1021,"Which game did Bronwyn mention for its Gothic architecture and atmospheric visuals during the conversation on December 25, 2026?",Bronwyn mentioned 'Resident Evil Village' for its Gothic architecture and atmospheric visuals.,['20261225_1500'],Single,easy
1022,What did Yuriko's classroom look like during her music therapy session in December 2026?,"The classroom was cozy and brightly lit, with toddlers sitting in a circle on a colorful mat while Yuriko played guitar and the children clapped and sang along, surrounded by musical instruments.",['20261226_2000'],Single,hard
1023,"What did the gift from ChaeSong-hwa look like on December 27, 2026?",The gift was a small box wrapped in red paper with gold stars and decorated with a sprig of holly.,['20261227_1000'],Single,medium
1024,What did Wolfgang Schulz's favorite photo from his Hong Kong trip show at dusk?,"It showed Hong Kong's skyline with skyscrapers lit up, glowing city lights reflected on the harbor, and Victoria Peak under a pink and purple sky.",['20261228_1000'],Single,medium
1025,What did the city street look like in ThaneChambers' favorite scene from The Last of Us?,"The city street was overgrown and abandoned, with sunlight filtering through broken windows and tangled vines.",['20261228_1400'],Single,easy
1026,What was the scene like at the group's last soccer practice session?,"Everyone was smiling on a grassy field at sunset, some juggling soccer balls while others chatted near backpacks and water bottles, with goalposts visible in the distance.",['20261228_1600'],Single,hard
1027,What was happening in the park last weekend according to LiHua?,"A golden retriever was wandering off-leash near a group of children playing soccer, with some kids appearing startled.",['20261229_1900'],Single,hard
1028,"What was depicted in Helios's favorite moment from 'Dishonored' shared on December 29, 2026?","The protagonist was mid-leap with guards frozen by the time-stop ability, a clock tower in the background, and the city streets dimly lit.",['20261229_2030'],Single,medium
1029,What did Jennifer's home workout setup look like during the Christmas holidays in 2026?,"Jennifer's setup featured an exercise mat, dumbbells, and a workout checklist in a bright, sunlit living room.",['20261230_1230'],Single,medium
1030,What was Wolfgang doing during the band's last jam session before the new year?,"Wolfgang was behind the drum kit, laughing with the rest of the band.",['20261230_1500'],Single,medium
1031,"What was the atmosphere like at last year's band gathering, according to the photo ChaeSong-hwa shared?","The atmosphere was warm and joyful, with band members smiling and laughing in a cozy living room decorated with twinkling string lights and festive decorations.",['20261231_1231'],Single,medium
1032,What did the ski resort look like last weekend when LiHua visited?,"The ski resort had a snowy mountain slope under a clear blue sky, with skiers carving paths through fresh powder and tall pine trees lining the edges.",['20260209_2100'],Single,easy
1033,"What meme did LiHua share on February 10, 2026, to describe the struggles of software development?",A meme showing a frustrated man next to a computer with the text 'when the code doesn't work... but you have no idea why'.,['20260210_2100'],Single,medium
1034,"What kind of guitar was LiHua considering on February 11, 2026?","LiHua was considering a sleek, sunburst electric guitar with a polished wood finish.",['20260211_1700'],Single,medium
1035,What motivational quote did LiHua share before the training session scheduled for Friday?,Push yourself because no one else is going to do it for you.,['20260211_1900'],Single,medium
